Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,FC,FR,Ama,Roj.,Rob,Pos Gan/90,Pos Perd/90,Disparos,TaP,Disparos fuera área/90,Gol,Goles fuera del área,xG,xG- SP,Cab Int,Cen.In,Cab,Cen.Com,Cen I-Ab,Cen C-Ab,Fdj,GlEq
player_2201,DL (C),36,3.198,818,694,24,25,3,"5,94",13,51,225,61,"384,7 km","6,44",32,89,0,0,31,"2,59","14,83",89,43,"0,65",14,4,"9,99","9,99",371,105,57,14,18,2,22,44
player_2202,DF/CR (D),0 (1),14,7,6,1,0,0,0,0,0,1,0,"1,9 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,1,0,1,0,0,0,0,0
player_2203,ME/MP (I),4,360,80,58,0,0,1,"0,12",0,0,0,0,"0,0 km",0,5,3,0,0,0,0,0,12,7,0,0,0,"2,44","2,44",0,0,-,0,0,0,0,0
player_2204,POR,34,3.060,714,388,0,14,0,0,0,0,0,0,"178,0 km",0,3,16,3,0,0,5,"7,35",0,-,-,0,-,0,0,-,-,-,-,-,-,0,41
player_2205,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2206,MP (D),12 (3),974,363,292,28,18,0,"0,77",1,33,115,36,"141,5 km","12,2",11,13,1,0,26,"3,23","25,32",18,5,"0,37",1,0,"2,14","2,14",65,46,16,12,46,12,5,5
player_2207,DF (D),9 (6),856,459,388,60,13,3,"1,91",2,9,73,20,"119,1 km","11,57",16,7,2,0,13,"12,93","12,93",10,2,"0,42",1,0,"0,55","0,55",54,50,32,8,50,8,1,12
player_2208,MP (I),5 (4),504,189,151,19,13,1,"1,62",3,12,61,13,"72,4 km","12,14",7,7,2,0,7,"5,89","11,61",7,5,"0,54",2,0,"0,96","0,96",30,23,7,2,23,2,2,9
player_2209,ME/MP (C),17 (8),1.556,796,690,71,45,1,"3,75",3,12,162,49,"203,4 km","6,83",8,9,1,0,23,"7,69","14,81",12,7,"0,17",1,0,"1,55","1,55",68,85,23,15,21,4,2,14
player_2210,ME (C),1 (2),233,117,107,18,3,0,"0,29",0,4,22,8,"31,3 km","10,04",5,0,1,0,3,"9,27","8,5",1,0,0,0,0,"0,01","0,01",13,6,8,1,6,1,0,1
player_2211,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2212,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2213,DF/CR (D),34,2.994,1.253,1.082,113,41,3,"3,29",4,65,338,82,"443,3 km","14,43",62,33,4,1,76,"9,5","15,48",5,1,0,0,0,"0,39","0,39",124,384,46,49,311,45,6,33
player_2214,"MP (D), DL (C)",38,3.048,1.110,937,89,62,1,"1,18",2,94,355,92,"414,7 km","9,57",36,38,3,0,48,"4,31","19,96",50,21,"0,65",3,1,"5,81","5,81",234,188,105,33,188,33,4,30
player_2215,"MC, ME (C)",32,2.351,1.124,986,91,56,5,"4,43",10,18,287,71,"316,4 km","8,46",33,23,8,0,38,"13,82","14,05",17,4,"0,15",0,0,"1,83","1,83",99,75,24,7,36,4,3,31
player_2216,POR,38,3.393,773,456,0,0,0,0,0,0,0,0,"197,7 km",0,0,9,0,0,0,"2,89","9,23",0,-,-,0,-,0,0,-,-,-,-,-,-,0,32
player_2217,ME (C),0 (1),12,5,4,1,1,0,0,0,0,2,1,"1,7 km",-,0,0,0,0,1,-,-,1,0,-,0,0,"0,13","0,13",1,0,0,0,0,0,0,0
player_2218,POR,38 (1),3.360,786,386,0,1,0,0,0,0,0,0,"175,0 km",0,2,24,2,0,0,"2,54","8,49",0,-,-,0,-,0,0,-,-,-,-,-,-,0,30
player_2219,"ME (DC), MP (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2220,"DF (C), MC, ME (C)",31,2.497,1.261,1.077,99,43,3,"3,29",12,23,293,86,"336,5 km","9,12",48,18,9,0,34,"14,63","11,5",28,9,"0,25",1,0,"3,34","3,34",161,32,91,5,32,5,4,35
player_2221,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2222,ME (C),0 (14),336,129,114,7,3,0,"0,39",0,3,38,2,"41,3 km","6,16",4,4,0,0,6,"11,52","12,32",14,3,"0,8",0,0,"1,18","1,18",25,0,11,0,0,0,0,2
player_2223,ME/MP (C),2 (30),1.027,399,349,29,13,2,"2,22",5,15,108,29,"151,8 km","10,95",4,9,0,0,12,"11,83","14,55",30,9,"0,96",4,1,"3,41","3,41",72,10,12,1,10,1,0,15
player_2224,DF (I),2 (5),162,97,86,7,0,0,0,0,0,8,3,"19,6 km","7,22",1,0,0,0,1,"15,56","5,56",0,-,0,0,0,0,0,13,1,9,0,1,0,0,1
player_2225,"ME/MP (C), DL (C)",31,2.371,830,710,59,47,6,"2,19",4,33,248,64,"333,4 km","9,11",19,24,2,0,32,"14,04","15,9",39,13,"0,53",2,1,"6,28","4,66",185,26,56,1,26,1,5,23
player_2226,DL (C),3 (28),1.166,315,259,9,6,1,"1,17",5,10,66,18,"154,9 km","4,79",20,27,3,0,9,"1,47","16,9",47,23,"1,31",10,1,"4,84","4,84",154,17,47,2,8,1,8,22
player_2227,DF/CR (D),38 (1),3.252,1.642,1.442,180,43,4,"1,35",3,52,287,79,"458,1 km","16,3",42,41,3,1,76,"10,27","16,02",42,10,"0,42",3,1,"4,68","4,68",194,196,116,48,196,48,5,47
player_2228,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2229,DL (C),0 (1),64,16,15,1,0,0,0,0,0,4,1,"7,5 km",-,1,1,0,0,0,-,-,1,0,-,0,0,"0,11","0,11",9,1,1,0,1,0,1,1
player_2230,MP (D),14 (18),1.510,630,544,39,30,5,"2,78",3,40,170,51,"212,0 km","11,8",22,27,1,0,23,"3,75","16,87",36,11,"0,83",2,1,"3,15","3,15",116,81,38,10,81,10,3,18
player_2231,"MC, ME/MP (C)",34,2.274,1.282,1.125,120,36,5,"4,6",9,17,248,75,"316,7 km","9,7",14,27,1,0,32,"14,17","6,09",9,1,"0,08",1,0,"1,12","1,12",136,59,48,6,15,2,3,27
player_2232,DF (D),28 (3),2.364,1.194,991,145,26,2,"3,08",6,39,196,59,"319,2 km","11,04",21,28,0,0,53,"10,85","20,22",28,7,"0,3",1,0,"3,51","3,51",194,160,112,32,160,32,1,22
player_2233,"ME/MP (D), DL (C)",31,2.610,948,812,104,45,3,"6,61",13,86,289,79,"370,8 km","12,52",38,24,4,1,49,"4,1",15,37,11,"0,45",6,0,"3,26","3,26",153,198,31,36,172,31,6,36
player_2234,DF (C),30,2.596,1.492,1.273,108,9,1,"1,26",2,1,93,29,"306,5 km","4,37",18,11,5,0,45,"18,44","3,43",14,3,"0,14",1,0,"2,15","2,15",258,5,216,0,5,0,1,35
player_2235,"MC, ME (C)",11 (2),876,480,440,39,11,3,"2,19",3,5,95,25,"126,7 km","10,38",15,2,1,1,8,"14,59","6,37",5,2,"0,31",0,0,"0,31","0,31",53,9,14,3,9,3,1,6
player_2236,"ME/MP (I), DL (C)",4 (18),610,192,156,5,5,2,"0,53",0,10,60,9,"83,4 km","7,82",6,6,0,0,8,"2,21","16,23",25,15,"0,74",3,1,"3,47","3,47",56,8,8,0,8,0,4,10
player_2237,"MC, ME (C)",15,1.236,612,540,45,17,0,"1,83",5,7,151,48,"171,0 km","8,16",17,3,4,0,9,"11,5","14,05",6,5,"0,22",0,1,"0,22","0,22",75,18,24,5,18,5,3,14
player_2238,"DF (C), MC",16,1.328,737,636,48,23,1,"0,53",2,7,130,36,"191,9 km","9,69",18,10,1,0,18,"10,57","8,88",6,1,"0,2",0,1,"0,66","0,66",74,27,36,2,3,0,0,10
player_2239,"DF (C), MC",32,2.757,1.574,1.385,124,26,6,"5,88",6,11,267,78,"395,0 km","10,32",49,12,1,0,41,"15,38","8,55",12,2,"0,1",0,1,"1,42","1,42",110,14,73,4,14,4,0,36
player_2240,DF (C),33,2.904,1.739,1.499,139,14,3,"1,81",1,0,100,36,"315,8 km","3,87",21,5,6,0,42,"13,73","3,07",16,0,"0,12",0,0,"2,77","2,77",236,2,173,0,2,0,1,36
player_2241,ME/MP (C),0 (30),1.024,498,437,34,19,1,"0,53",1,6,119,35,"136,0 km","9,4",15,6,1,0,13,"8,17","13,89",5,2,"0,09",0,0,"0,48","0,48",46,13,17,1,13,1,2,11
player_2242,DF/CR (D),12,1.053,528,470,61,16,1,"0,83",3,13,83,23,"135,0 km","14,02",16,8,5,0,23,"14,1","12,56",12,3,"0,34",0,0,"1,52","1,52",71,71,43,11,59,11,2,11
player_2243,DF (C),31,2.572,1.462,1.265,87,8,2,"1,14",1,1,87,25,"322,3 km","4,62",27,8,13,0,42,"18,23","3,53",12,3,"0,1",0,0,"2,36","2,36",219,1,155,1,1,1,0,31
player_2244,DL (C),32,2.666,660,571,15,17,0,"3,46",6,33,160,39,"339,1 km","5,94",40,74,0,0,25,"1,32","16,98",81,33,"0,74",8,2,"9,69","9,69",342,20,146,5,20,5,19,31
player_2245,"ME (C), MP (DC)",35 (2),2.777,1.007,870,69,43,0,"2,3",6,65,324,75,"387,9 km","10,31",34,48,3,1,38,"8,85","17,53",34,14,"0,42",3,0,"3,02","3,02",206,71,33,11,71,11,8,26
player_2246,DF/CR (I),34,2.846,1.230,1.030,131,49,5,"2,54",4,44,358,75,"396,5 km","12,05",54,30,7,1,89,"12,62","15,37",7,0,"0,09",0,0,"0,58","0,58",180,181,133,26,181,26,2,27
player_2247,DF (C),0 (3),60,34,26,4,0,0,0,0,0,3,1,"6,8 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,6,2,3,1,2,1,0,0
player_2248,DF (D),30,2.690,1.348,1.090,162,27,8,"4,72",5,25,190,56,"363,9 km","15,93",32,19,4,0,66,"12,11","13,01",51,19,"0,5",3,1,"5,6","5,6",174,125,89,30,125,30,1,40
player_2249,ME/MP (C),32,2.569,950,817,54,40,3,"2,25",4,39,239,68,"372,8 km","11,11",19,14,0,0,31,"9,56","22,28",50,15,"0,56",4,0,"5,7","5,7",189,26,48,3,26,3,7,37
player_2250,MP (DI),23 (12),1.744,624,550,38,25,1,"2,16",2,57,198,44,"237,5 km","9,55",29,26,2,0,30,"4,85","20,28",25,11,"0,52",4,1,"2,81","2,81",115,85,51,12,78,9,7,20
player_2251,DF/CR/ME (I),31,2.790,1.402,1.174,162,34,3,"4,39",5,21,231,66,"368,1 km","12,32",23,19,2,0,61,"11,26",13,7,3,"0,1",1,0,"1,13","1,13",165,90,107,11,90,11,6,35
player_2252,DF/CR/ME/MP (I),2 (8),345,159,133,18,7,1,"0,01",0,9,41,8,"52,8 km","12,52",3,2,0,0,9,"6,52","20,35",0,-,0,0,0,0,0,14,23,6,2,23,2,1,6
player_2253,"ME (I), MP (DIC)",0 (4),80,29,26,2,1,0,0,0,3,9,2,"8,8 km","11,25",1,0,0,0,2,"2,25",18,3,2,0,0,0,"0,61","0,61",5,3,0,0,3,0,0,0
player_2254,"DF (C), MC, ME (C)",34,3.014,1.767,1.507,122,22,2,"1,67",2,9,222,71,"384,5 km","6,54",24,21,0,0,49,"16,15","8,24",9,3,"0,09",1,0,"0,94","0,94",246,11,160,0,11,0,3,40
player_2255,DF (I),29 (1),2.598,1.269,1.097,175,56,4,"4,61",6,34,245,87,"359,2 km","13,09",27,19,3,0,57,"14,17","12,16",7,0,"0,07",0,0,"0,57","0,57",187,200,111,39,106,20,2,47
player_2256,DL (C),31,1.974,459,380,22,25,5,"1,35",2,24,127,33,"250,1 km","5,15",21,74,2,0,23,"1,09","19,38",49,23,"0,78",8,1,"8,09","7,28",266,17,108,4,17,4,10,31
player_2257,MC,31,2.790,1.457,1.260,108,27,2,"2,62",5,15,239,71,"359,5 km","6,68",43,18,2,0,50,"14,61","8,97",28,7,"0,26",2,1,"2,81","2,81",180,104,83,12,26,5,2,32
player_2258,"DF (DIC), CR (D)",12 (2),1.100,579,482,39,2,1,"1,16",2,16,74,18,"134,0 km","7,77",6,16,0,0,21,"11,13","6,95",8,2,"0,25",2,0,"1,22","1,22",62,33,34,0,33,0,1,15
player_2259,DL (C),25,1.831,444,384,6,5,0,"0,85",0,23,118,31,"234,5 km","5,6",38,53,1,0,18,"2,21","19,22",44,25,"0,98",9,0,"4,48","4,48",232,15,103,0,15,0,24,23
player_2260,"DF (IC), CR (I)",8 (4),919,609,537,34,5,0,"0,42",1,2,35,12,"110,5 km","4,8",7,3,0,0,12,"9,3","4,6",6,2,"0,29",0,0,"0,73","0,73",87,26,52,3,6,1,0,8
player_2261,DF/CR (D),30,2.700,1.333,1.126,126,28,2,"6,31",6,35,190,54,"340,0 km","10,1",29,27,2,0,47,"12,2","14,57",34,9,"0,3",3,0,"4,21","4,21",194,111,101,9,111,9,1,49
player_2262,ME (C),34,2.890,1.410,1.261,115,45,4,"3,96",4,26,357,78,"371,8 km","8,35",46,26,7,2,52,"12,61","12,43",30,11,"0,16",3,0,"4,83","4,83",168,23,68,2,23,2,3,41
player_2263,"MP (C), DL (C)",21 (1),1.552,560,474,37,19,0,"0,95",6,35,146,36,"225,3 km","8,52",12,10,3,0,26,"7,36","22,38",22,11,"0,29",2,1,"2,41","2,41",121,10,42,3,10,3,4,13
player_2264,ME (C),13 (22),1.467,746,659,67,30,2,"3,19",1,12,170,49,"197,0 km","8,4",8,8,0,0,23,"9,69","13,01",18,5,"0,31",2,0,"1,58","1,58",57,11,11,4,11,4,2,16
player_2265,"ME (D), MP (DC)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2266,ME/MP (D),29,2.538,953,807,67,50,1,"4,13",9,87,246,62,"329,5 km","10,28",28,46,1,0,46,"3,83","19,26",42,13,"0,5",3,0,"4,59","4,59",199,257,94,35,143,23,9,25
player_2267,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2268,ME (C),31,2.130,1.053,903,91,39,10,"7,39",6,24,227,55,"278,7 km","6,89",19,17,2,0,40,"13,73","10,77",12,5,"0,13",1,1,"2,33","2,33",105,17,48,0,17,0,0,28
player_2269,"MP (I), DL (C)",7 (14),879,291,250,16,12,0,"0,44",1,18,90,22,"115,2 km","10,55",9,12,0,0,17,"2,56","22,01",17,8,"0,31",0,0,"1,84","1,84",83,42,46,1,42,1,3,3
player_2270,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2271,"MC, ME (C)",37 (1),3.112,1.754,1.521,135,38,1,"1,67",7,21,323,72,"427,3 km","9,25",60,22,4,0,40,"14,29","6,65",17,6,"0,2",2,1,"2,25","2,25",184,16,95,3,16,3,3,36
player_2272,DF (C),18,1.534,952,855,61,11,5,"2,45",5,1,61,25,"184,7 km","3,46",12,2,2,0,16,"19,24","3,17",4,1,0,0,0,"0,71","0,71",142,4,103,0,4,0,0,17
player_2273,DL (C),19 (4),1.469,408,345,22,21,2,"0,92",2,12,107,30,"177,5 km","4,53",21,31,3,0,9,"1,65","19,61",37,14,"0,67",4,0,"3,83","3,83",195,11,47,2,11,2,5,10
player_2274,DL (C),30,2.513,663,569,14,14,1,"2,39",5,35,173,40,"296,3 km","5,62",33,65,1,0,25,"3,08","15,51",88,49,"1,07",15,3,"7,91","7,91",301,12,66,0,12,0,19,46
player_2275,DL (C),7 (20),786,189,167,6,6,0,"0,81",0,5,47,16,"100,6 km","4,58",13,12,0,0,4,"0,23","19,47",30,14,"1,03",1,2,"3,71","3,71",90,7,21,1,7,1,4,4
player_2276,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2277,DF/ME/MP (I),14 (14),1.534,560,490,61,30,3,"2,09",2,46,172,48,"217,7 km","12,38",14,23,1,0,21,"7,22","17,66",8,2,"0,29",1,0,"0,8","0,8",99,75,29,13,75,13,2,22
player_2278,DL (C),28 (1),2.351,647,558,22,40,1,"2,05",2,24,159,34,"287,9 km","5,36",22,45,0,0,25,"1,84","17,34",68,25,"0,73",10,1,"7,28","6,47",304,18,137,2,18,2,14,29
player_2279,DF (C),3 (2),388,251,223,16,0,0,"0,22",0,2,15,7,"44,9 km","3,48",8,0,2,0,5,"10,67","4,18",0,-,0,0,0,0,0,36,0,28,0,0,0,0,3
player_2280,DL (C),33,2.088,532,457,16,16,0,"2,67",5,37,131,29,"252,5 km","4,96",23,63,0,0,30,"0,6","17,24",55,23,"0,6",10,1,"7,58","7,58",266,9,99,0,9,0,12,24
player_2281,"DF (C), MC",4 (8),633,359,305,20,3,0,0,0,1,30,15,"79,0 km","5,83",2,1,0,1,10,"13,65","5,69",1,0,0,0,0,"0,04","0,04",46,1,32,0,1,0,0,3
player_2282,DF/CR/ME (I),31,2.604,1.240,1.033,148,42,4,"2,85",5,28,225,74,"370,6 km","14,86",22,44,2,0,55,"11,58","12,93",9,1,"0,1",1,0,"0,59","0,59",165,110,86,10,110,10,2,40
player_2283,DF (DC),8 (11),1.053,592,489,43,3,0,"0,48",1,5,46,16,"132,7 km","5,64",6,3,1,0,20,"10,68","6,32",2,0,0,0,0,"0,13","0,13",99,9,69,2,9,2,1,9
player_2284,ME/MP (DIC),0 (26),1.024,384,341,47,21,0,"1,82",2,16,119,39,"137,5 km","10,9",10,7,1,0,17,"6,24","12,57",13,6,"0,18",1,0,"1,08","1,08",63,49,19,12,39,8,0,13
player_2285,"DF (C), MC",34,2.704,1.561,1.363,132,29,0,"1,32",4,9,280,87,"366,9 km","8,49",32,21,9,0,29,"16,78","6,79",13,4,"0,13",1,0,"1,47","1,47",173,19,102,4,19,4,4,25
player_2286,DL (C),13 (7),1.123,303,262,7,6,0,"0,74",1,9,76,19,"142,1 km","6,57",18,30,2,0,10,"1,28","20,28",25,9,"0,72",1,2,"3,22","3,22",145,6,64,2,6,2,8,7
player_2287,DF (DC),35,2.903,1.707,1.462,119,9,3,"2,17",2,5,96,40,"349,2 km","3,72",23,12,4,0,41,"11,97","3,6",6,0,"0,03",0,0,"0,64","0,64",260,106,165,9,8,2,1,29
player_2288,DF (D),1 (14),619,331,297,47,10,0,"0,29",0,7,54,13,"83,3 km","14,54",4,4,0,0,14,"8,29","18,9",1,1,0,1,0,"0,03","0,03",42,20,18,1,20,1,0,7
player_2289,MP (DI),6 (20),862,320,274,18,13,0,"1,25",1,33,106,16,"114,0 km","8,87",10,16,0,0,18,"1,98","16,91",18,4,"0,94",3,1,"1,99","1,99",61,41,17,5,41,5,3,9
player_2290,"ME (I), MP (DIC)",7 (6),750,260,221,10,6,0,"1,07",0,6,73,18,"96,9 km","10,32",6,7,2,0,7,"4,92","21,48",24,5,"0,72",1,0,"2,57","2,57",49,8,8,1,8,1,2,8
player_2291,DF (C),23,1.873,1.207,1.042,80,7,1,"0,35",0,4,69,26,"230,1 km","5,19",13,4,2,1,31,"11,77","4,23",8,0,"0,1",0,0,"0,68","0,68",180,6,100,2,6,2,0,11
player_2292,DL (C),27,2.209,587,493,16,18,3,"1,63",2,13,172,52,"283,7 km","6,64",28,52,0,0,19,"2,24","18,33",74,35,"0,98",10,0,"7,86","7,86",278,18,122,0,18,0,11,38
player_2293,DF (C),3 (2),271,179,166,16,0,0,0,0,0,11,3,"34,7 km","3,65",4,1,2,0,3,"25,24","1,66",4,2,"0,66",0,1,"0,61","0,61",23,0,21,0,0,0,0,7
player_2294,"MP (I), DL (C)",1,75,21,17,0,0,0,0,0,1,3,2,"10,6 km",6,1,3,0,0,1,0,"26,4",1,0,0,0,0,"0,21","0,21",11,0,4,0,0,0,1,0
player_2295,CR/ME/MP (I),34,2.416,865,723,65,38,6,"4,97",7,80,298,76,"338,5 km","10,43",36,37,5,0,49,"4,88","19,37",45,11,"0,41",4,0,"5,75","5,75",197,105,54,14,101,14,3,25
player_2296,DF/CR (I),31,2.790,1.480,1.224,188,37,3,"3,95",11,39,266,66,"378,3 km","13,58",28,37,5,0,69,"10,06","13,94",7,1,"0,1",0,1,"0,49","0,49",167,115,106,19,115,19,2,30
player_2297,"ME (I), MP (IC)",0 (1),17,6,4,0,0,0,0,0,0,1,0,"2,7 km",-,1,1,0,0,0,-,-,0,-,-,0,0,0,0,2,0,0,0,0,0,0,0
player_2298,POR,40,3.578,898,424,0,0,0,0,0,0,0,0,"215,7 km",0,0,8,0,0,0,"2,84","9,84",0,-,-,0,-,0,0,-,-,-,-,-,-,0,40
player_2299,ME (C),12 (6),1.166,643,577,59,14,1,"1,48",3,14,135,29,"162,4 km","9,26",9,11,0,0,17,"11,89","6,02",5,1,"0,15",0,1,"0,33","0,33",56,23,12,1,7,1,0,11
player_2300,DL (C),8 (8),707,182,162,2,3,1,"0,92",1,8,46,13,"78,0 km","4,07",11,18,0,0,6,"0,51","16,8",18,8,"0,38",3,0,"2,25","2,25",78,5,22,2,4,2,7,7
player_2301,"ME (D), MP (DC), DL (C)",31,2.511,939,805,50,38,6,"5,93",8,52,281,74,"347,2 km","10,36",14,25,0,1,34,"9,03","17,78",48,15,"0,47",2,1,"8,56","8,56",182,248,45,29,74,8,4,37
player_2302,POR,4 (1),408,101,44,0,0,0,0,0,0,0,0,"13,6 km",0,1,2,1,0,0,"2,21","3,09",0,-,-,0,-,0,0,-,-,-,-,-,-,0,5
player_2303,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2304,DF (IC),27 (6),2.476,1.382,1.194,104,10,1,"2,48",2,1,110,37,"290,7 km","5,09",25,5,6,0,37,"10,76","5,49",8,3,0,3,0,"1,16","1,16",246,8,182,4,8,4,1,24
player_2305,DF (I),31,2.744,1.423,1.212,160,26,5,"3,69",9,39,218,58,"372,6 km","10,99",24,37,6,1,67,"13,78","16,01",12,0,"0,1",0,0,"0,96","0,96",201,109,106,20,109,20,2,44
player_2306,ME/MP (C),0 (12),289,145,132,7,2,0,"0,03",0,2,33,5,"35,9 km","7,79",0,2,0,0,4,"10,28","9,34",5,2,"0,62",0,0,"0,66","0,66",13,1,3,0,1,0,0,5
player_2307,"ME/MP (C), DL (C)",29 (1),2.064,564,484,15,13,1,"1,84",2,25,146,35,"253,6 km","5,01",31,50,1,1,23,"2,75","17,62",62,28,"0,92",6,1,"7,61","7,61",240,10,46,0,10,0,18,35
player_2308,DF (C),31,2.768,1.598,1.380,108,14,4,"1,92",0,2,92,38,"343,2 km","5,2",16,6,7,1,45,"17,2","3,51",17,2,"0,13",0,1,"2,06","2,06",297,4,209,1,4,1,1,57
player_2309,DL (C),0 (2),25,7,5,0,0,0,0,0,0,2,0,"1,3 km",-,0,2,0,0,0,-,-,0,-,-,0,0,0,0,3,0,2,0,0,0,0,0
player_2310,"MC, ME (C)",30,2.525,1.459,1.287,115,38,2,"3,55",7,2,255,82,"336,5 km","8,88",19,22,4,0,32,"15,11","7,02",22,5,"0,18",1,1,"2,38","2,38",79,17,31,5,17,5,2,41
player_2311,DF/CR/ME/MP (D),30,2.647,1.388,1.139,157,58,2,"1,97",4,28,183,61,"366,0 km",12,22,31,3,0,77,"12,34","14,28",37,9,"0,31",3,0,"7,12","7,12",232,281,130,45,102,18,1,43
player_2312,ME/MP (D),22,1.677,653,539,47,34,2,"5,49",7,65,170,51,"217,7 km","9,18",30,25,3,0,24,"4,51","19,7",16,8,"0,16",4,0,"2,02","2,02",122,212,34,28,82,10,9,23
player_2313,"ME (D), MP (DC)",4 (23),987,493,452,45,18,0,"1,46",5,13,121,36,"133,6 km","9,85",9,19,0,0,12,"9,57","12,58",13,5,"0,55",1,0,"1,24","1,24",54,24,21,2,24,2,0,12
player_2314,DF/CR (I),13 (5),1.100,556,452,69,14,1,"1,01",1,18,93,24,"155,0 km","11,29",15,12,2,0,31,"11,45","13,42",0,-,0,0,0,0,0,79,27,47,2,27,2,0,11
player_2315,"MP (I), DL (C)",2 (24),778,218,185,12,12,0,"0,13",0,8,61,20,"91,8 km","5,78",4,8,1,0,7,"0,81","15,96",26,15,"1,16",3,1,"2,42","2,42",92,9,23,2,9,2,3,12
player_2316,DF/CR/ME (D),27 (5),2.436,1.248,1.054,135,30,2,"2,04",6,31,186,47,"314,0 km","14,3",13,33,1,0,41,"13,19","12,52",29,8,"0,55",2,0,"2,05","2,05",149,125,65,36,125,36,3,37
player_2317,DF/CR/ME/MP (I),29,2.151,869,739,76,34,5,"3,98",12,42,242,64,"295,0 km","12,93",26,21,1,1,46,"8,49","18,45",20,10,"0,21",3,0,"1,3","1,3",142,150,66,17,86,11,7,31
player_2318,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2319,DF (DC),35,3.089,1.799,1.538,150,18,3,"1,95",4,6,128,46,"384,4 km","5,77",32,10,12,1,45,"16,87","5,91",16,1,"0,15",1,1,"1,29","1,29",291,23,213,1,23,1,0,46
player_2320,"MC, ME (C)",8 (19),1.136,659,591,57,14,2,"0,47",1,10,130,30,"159,0 km","8,71",11,9,1,0,18,"8,95","8,71",8,1,"0,16",0,0,"0,53","0,53",43,8,16,3,8,3,0,14
player_2321,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2322,MC,32,2.673,1.479,1.273,142,36,5,"7,26",12,14,283,73,"369,0 km","9,02",36,20,9,2,39,"13,1","8,59",30,5,"0,3",0,1,"3,71","3,71",148,24,80,5,16,4,1,42
player_2323,POR,5 (8),879,211,106,0,0,0,0,0,0,0,0,"50,4 km",0,0,2,0,0,0,"3,69","8,81",0,-,-,0,-,0,0,-,-,-,-,-,-,0,13
player_2324,"ME/MP (I), DL (C)",1 (29),1.074,304,269,6,8,3,"2,62",4,15,74,20,"153,1 km","6,79",13,33,2,0,13,"2,26","21,2",51,22,"1,42",5,0,"5,01","5,01",126,7,34,1,7,1,8,15
player_2325,DF (I),30,2.554,1.322,1.065,153,34,1,"1,16",2,24,212,54,"344,8 km","10,85",35,16,3,0,57,"14,66","16,74",4,1,"0,11",0,0,"0,33","0,33",141,55,86,7,55,7,3,55
player_2326,DL (C),1 (22),839,225,186,7,7,0,"0,13",1,5,67,16,"102,0 km","6,44",13,19,0,0,5,"1,29","23,38",41,20,"1,29",3,1,"4,95","4,95",102,9,11,0,5,0,5,12
player_2327,MP (DI),4 (14),631,234,197,12,4,0,"0,6",4,23,84,18,"81,7 km","11,7",10,16,0,0,10,2,"24,1",14,5,"0,57",2,0,"1,49","1,49",46,26,12,1,26,1,0,6
player_2328,"MP (DI), DL (C)",2 (20),723,221,193,9,6,2,"0,45",0,17,56,11,"94,7 km","6,22",10,13,2,0,12,"2,37","13,69",31,17,"1,62",5,1,"2,91","2,91",86,9,17,2,9,2,3,14
