Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
player_2571,30/6/2025,5.750 EUR p/m,N/D,N/D,-,55m EUR - 170m EUR,-,-,190m EUR
player_2572,30/6/2025,4.800 EUR p/m,N/D,N/D,-,65m EUR - 210m EUR,-,-,190m EUR
player_2573,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,-
player_2574,30/6/2025,3.000 EUR p/m,N/D,N/D,-,22m EUR - 220m EUR,-,-,110m EUR
player_2575,30/6/2024,1.600 EUR p/m,N/D,N/D,-,2m EUR - 18m EUR,-,-,225m EUR
player_2576,30/6/2025,3.200 EUR p/m,N/D,N/D,-,40m EUR - 130m EUR,-,-,135m EUR
player_2577,30/6/2026,7.250 EUR p/m,N/D,N/D,-,10m EUR - 110m EUR,-,-,195m EUR
player_2578,30/6/2028,275 EUR p/m,N/D,N/D,Ramon Siles,Sin datos,-,-,-
player_2579,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0EUR,-,-,350m EUR
player_2580,30/6/2026,5.750 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,220m EUR
player_2581,30/6/2024,4.500 EUR p/m,N/D,N/D,-,0 EUR - 12m EUR,-,-,-
player_2582,30/6/2024,2.100 EUR p/m,N/D,N/D,-,3m EUR - 30m EUR,-,-,235m EUR
player_2583,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,190m EUR
player_2584,30/6/2024,1.500 EUR p/m,N/D,N/D,Julian Guillen,0 EUR - 75m EUR,-,-,250m EUR
player_2585,30/6/2026,1.300 EUR p/m,N/D,N/D,-,No a la venta,-,-,160m EUR
player_2586,30/6/2024,1.300 EUR p/m,N/D,N/D,-,85m EUR - 275m EUR,-,-,375m EUR
player_2587,30/6/2026,2.400 EUR p/m,N/D,N/D,-,26m EUR - 275m EUR,-,-,-
player_2588,30/6/2025,3.900 EUR p/m,N/D,N/D,-,85m EUR - 275m EUR,-,-,-
player_2589,30/6/2024,1.700 EUR p/m,N/D,N/D,Jose Andres Dominguez,0 EUR - 45m EUR,-,-,180m EUR
player_2590,30/6/2024,1.500 EUR p/m,N/D,N/D,Antonio Jose Albarran,40m EUR - 140m EUR,-,-,160m EUR
player_2591,30/6/2024,1.600 EUR p/m,N/D,N/D,Dolors Acevedo,0EUR,-,-,"20,5m EUR"
player_2592,30/6/2026,9.500 EUR p/m,N/D,N/D,-,30m EUR - 325m EUR,-,-,160m EUR
player_2593,30/6/2025,1.500 EUR p/m,N/D,N/D,-,8m EUR - 80m EUR,-,-,325m EUR
player_2594,30/6/2026,4.500 EUR p/m,N/D,N/D,Jose Andres Dominguez,100m EUR - 325m EUR,-,-,215m EUR
player_2595,30/6/2026,1.700 EUR p/m,N/D,N/D,-,26m EUR,-,-,425m EUR
player_2596,30/6/2024,3.200 EUR p/m,N/D,N/D,-,100m EUR - 1M EUR,-,-,550m EUR
player_2597,30/6/2024,3.400 EUR p/m,N/D,N/D,Juan Cano,0EUR,-,-,"26,5m EUR"
player_2598,30/6/2026,6.500 EUR p/m,N/D,N/D,-,"120m EUR - 1,2M EUR",-,-,475m EUR
player_2599,30/6/2026,1.600 EUR p/m,N/D,N/D,Juan Antonio Yubero,35m EUR - 350m EUR,-,-,350m EUR
player_2600,30/6/2024,1.600 EUR p/m,N/D,N/D,-,0EUR,-,-,300m EUR
player_2601,30/6/2025,5.000 EUR p/m,N/D,N/D,-,50m EUR,-,-,"1,3M EUR"
player_2602,30/6/2026,10.250 EUR p/m,N/D,N/D,-,30m EUR - 300m EUR,-,-,220m EUR
player_2603,30/6/2025,1.600 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,175m EUR
player_2604,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0 EUR - 4m EUR,-,-,190m EUR
player_2605,30/6/2026,3.800 EUR p/m,N/D,N/D,-,22m EUR - 210m EUR,-,-,180m EUR
player_2606,30/6/2024,1.700 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,170m EUR
player_2607,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0 EUR - 5m EUR,-,-,-
player_2608,30/6/2025,1.300 EUR p/m,N/D,N/D,-,7m EUR - 70m EUR,-,-,-
player_2609,30/6/2025,3.200 EUR p/m,N/D,N/D,-,6m EUR - 60m EUR,-,-,195m EUR
player_2610,30/6/2025,1.500 EUR p/m,N/D,N/D,-,0 EUR - 85m EUR,-,-,20M EUR
player_2611,30/6/2024,1.200 EUR p/m,N/D,N/D,-,7m EUR - 65m EUR,-,-,-
player_2612,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0 EUR - 7m EUR,-,-,190m EUR
player_2613,30/6/2025,7.750 EUR p/m,N/D,N/D,Iago Menendez,"425m EUR - 1,3M EUR",-,-,1M EUR
player_2614,30/6/2025,2.800 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,-
player_2615,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"4,5m EUR - 45m EUR",-,-,175m EUR
player_2616,30/6/2026,5.250 EUR p/m,N/D,N/D,Marc Montalban,12m EUR - 120m EUR,-,-,170m EUR
player_2617,30/6/2024,1.300 EUR p/m,N/D,N/D,David Hervas,16m EUR - 170m EUR,-,-,275m EUR
player_2618,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0EUR,-,-,575m EUR
player_2619,30/6/2026,12.500 EUR p/m,N/D,N/D,David Hervas,100m EUR - 325m EUR,-,-,220m EUR
player_2620,30/6/2027,6.250 EUR p/m,N/D,N/D,-,95m EUR - 300m EUR,-,-,-
player_2621,30/6/2024,1.400 EUR p/m,N/D,N/D,-,8m EUR - 80m EUR,-,-,210m EUR
player_2622,30/6/2025,5.750 EUR p/m,N/D,N/D,-,18m EUR - 190m EUR,-,-,-
player_2623,30/6/2026,12.500 EUR p/m,N/D,N/D,Aina Andreu,24m EUR - 240m EUR,-,-,210m EUR
player_2624,30/6/2026,4.300 EUR p/m,N/D,N/D,-,3m EUR - 30m EUR,-,-,91m EUR
player_2625,30/6/2026,4.700 EUR p/m,N/D,N/D,-,110m EUR - 350m EUR,-,-,215m EUR
player_2626,30/6/2025,7.250 EUR p/m,N/D,N/D,-,0 EUR - 60m EUR,-,-,800m EUR
player_2627,30/6/2025,1.500 EUR p/m,N/D,N/D,Conor Evans,Sin datos,-,-,500m EUR
player_2628,30/6/2025,2.600 EUR p/m,N/D,N/D,-,9m EUR - 85m EUR,-,-,250m EUR
player_2629,30/6/2024,1.500 EUR p/m,N/D,N/D,Xavi Aguirre,0 EUR - 6m EUR,-,-,155m EUR
player_2630,30/6/2025,2.900 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,220m EUR
player_2631,30/6/2025,2.900 EUR p/m,N/D,N/D,-,14m EUR - 140m EUR,-,-,240m EUR
player_2632,30/6/2028,275 EUR p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
player_2633,30/6/2025,1.400 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,"140m EUR - 1,4M EUR",-,-,"1,8M EUR"
player_2634,30/6/2026,5.750 EUR p/m,N/D,N/D,Aina Andreu,75m EUR - 230m EUR,-,-,185m EUR
player_2635,30/6/2026,6.750 EUR p/m,N/D,N/D,Aina Andreu,26m EUR - 275m EUR,-,-,205m EUR
player_2636,30/6/2024,1.600 EUR p/m,N/D,N/D,Santiago Berrocal,0 EUR - 6m EUR,-,-,175m EUR
player_2637,30/6/2025,1.300 EUR p/m,N/D,N/D,-,10m EUR - 95m EUR,-,-,96m EUR
player_2638,30/6/2025,1.300 EUR p/m,N/D,N/D,-,26m EUR - 250m EUR,-,-,140m EUR
player_2639,30/6/2028,17.750 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,95m EUR - 950m EUR,-,-,"4,3M EUR"
player_2640,30/6/2026,6.500 EUR p/m,N/D,N/D,Antonio Valiente,Sin datos,-,-,450m EUR
player_2641,30/6/2025,9.250 EUR p/m,N/D,N/D,-,12m EUR - 120m EUR,-,-,300m EUR
player_2642,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,180m EUR
player_2643,30/6/2024,1.200 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,-
player_2644,30/6/2024,4.500 EUR p/m,N/D,N/D,Humberto Guijarro,2m EUR - 7m EUR,-,-,325m EUR
player_2645,30/6/2028,275 EUR p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
player_2646,30/6/2026,500 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,155m EUR
player_2647,30/6/2025,2.800 EUR p/m,N/D,N/D,-,30m EUR - 300m EUR,-,-,250m EUR
player_2648,30/6/2024,1.600 EUR p/m,N/D,N/D,-,0 EUR - 8m EUR,-,-,175m EUR
player_2649,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2650,30/6/2025,6.000 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,175m EUR
player_2651,30/6/2026,5.500 EUR p/m,N/D,N/D,-,70m EUR - 220m EUR,-,-,165m EUR
player_2652,30/6/2025,1.300 EUR p/m,N/D,N/D,-,30m EUR - 300m EUR,-,-,145m EUR
player_2653,30/6/2024,8.000 EUR p/m,N/D,N/D,-,14m EUR - 140m EUR,-,-,575m EUR
player_2654,30/6/2026,4.300 EUR p/m,N/D,N/D,Santiago Berrocal,12m EUR - 120m EUR,-,-,200m EUR
player_2655,30/6/2024,1.500 EUR p/m,N/D,N/D,-,12m EUR - 120m EUR,-,-,325m EUR
player_2656,30/6/2024,1.600 EUR p/m,N/D,N/D,-,0EUR,-,-,160m EUR
player_2657,30/6/2024,1.600 EUR p/m,N/D,N/D,-,"4,5m EUR - 45m EUR",-,-,175m EUR
player_2658,30/6/2025,3.900 EUR p/m,N/D,N/D,-,65m EUR - 210m EUR,-,-,-
player_2659,30/6/2025,16.750 EUR p/m,N/D,N/D,Antonio Jose Albarran,20m EUR - 200m EUR,-,-,450m EUR
player_2660,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2661,30/6/2027,3.600 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,-
player_2662,30/6/2026,5.750 EUR p/m,N/D,N/D,Antonio Vargas,24m EUR - 240m EUR,-,-,165m EUR
player_2663,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 2m EUR,-,-,-
player_2664,30/6/2026,3.700 EUR p/m,N/D,N/D,-,35m EUR - 350m EUR,-,-,225m EUR
player_2665,30/6/2025,8.250 EUR p/m,N/D,N/D,-,100m EUR - 1M EUR,-,-,650m EUR
player_2666,30/6/2027,14.250 EUR p/m,N/D,N/D,Antonio Jose Albarran,"210m EUR - 2,1M EUR",-,-,"1,8M EUR"
player_2667,30/6/2024,1.300 EUR p/m,N/D,N/D,Jose Andres Dominguez,"2,5m EUR - 8m EUR",-,-,175m EUR
player_2668,30/6/2026,5.500 EUR p/m,N/D,N/D,-,28m EUR - 300m EUR,-,-,200m EUR
player_2669,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,145m EUR
player_2670,30/6/2024,1.300 EUR p/m,N/D,N/D,-,45m EUR - 425m EUR,-,-,275m EUR
player_2671,30/6/2025,2.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,10M EUR
player_2672,30/6/2024,1.400 EUR p/m,N/D,N/D,-,2m EUR - 7m EUR,-,-,175m EUR
player_2673,30/6/2024,1.600 EUR p/m,N/D,N/D,-,0EUR,-,-,165m EUR
player_2674,30/6/2025,1.300 EUR p/m,N/D,N/D,-,14m EUR - 140m EUR,-,-,155m EUR
player_2675,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,275m EUR
player_2676,30/6/2024,1.800 EUR p/m,N/D,N/D,-,0EUR,-,-,"19,25m EUR"
player_2677,30/6/2026,14.000 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,3M EUR
player_2678,30/6/2024,1.300 EUR p/m,N/D,N/D,Aina Andreu,2m EUR - 7m EUR,-,-,160m EUR
player_2679,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"1,5m EUR - 5m EUR",-,-,-
player_2680,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,300m EUR
player_2681,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0 EUR - 7m EUR,-,-,250m EUR
player_2682,30/6/2026,12.500 EUR p/m,N/D,N/D,Xavi Aguirre,90m EUR - 300m EUR,-,-,170m EUR
player_2683,30/6/2026,1.500 EUR p/m,N/D,N/D,-,"2,5m EUR - 22m EUR",-,-,350m EUR
player_2684,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_2685,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2686,30/6/2026,6.250 EUR p/m,N/D,N/D,Antonio Jose Albarran,22m EUR - 220m EUR,-,-,195m EUR
player_2687,30/6/2026,4.600 EUR p/m,N/D,N/D,Santiago Berrocal,110m EUR - 350m EUR,-,-,245m EUR
player_2688,30/6/2025,2.000 EUR p/m,N/D,N/D,-,Sin datos,-,-,325m EUR
player_2689,30/6/2025,1.200 EUR p/m,N/D,N/D,-,24m EUR - 240m EUR,-,-,-
player_2690,30/6/2024,1.600 EUR p/m,N/D,N/D,Javi Barbero,2m EUR - 6m EUR,-,-,160m EUR
player_2691,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 8m EUR,-,-,-
player_2692,30/6/2024,1.200 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,-
player_2693,30/6/2025,2.700 EUR p/m,N/D,N/D,-,60m EUR - 190m EUR,-,-,-
player_2694,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,135m EUR
player_2695,30/6/2024,1.700 EUR p/m,N/D,N/D,David Hervas,"2,5m EUR - 9m EUR",-,-,275m EUR
player_2696,30/6/2026,3.500 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,325m EUR
player_2697,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,120m EUR
player_2698,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2699,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,225m EUR
player_2700,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,375m EUR
player_2701,30/6/2025,1.500 EUR p/m,N/D,N/D,Xavi Aguirre,18m EUR - 180m EUR,-,-,185m EUR
player_2702,30/6/2028,275 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,Sin datos,-,-,-
player_2703,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,17m EUR
player_2704,30/6/2024,1.400 EUR p/m,N/D,N/D,Aina Andreu,0 EUR - 2m EUR,-,-,160m EUR
player_2705,30/6/2026,5.250 EUR p/m,N/D,N/D,-,8m EUR - 80m EUR,-,-,195m EUR
player_2706,30/6/2025,1.300 EUR p/m,N/D,N/D,Julian Guillen,95m EUR - 950m EUR,-,-,275m EUR
player_2707,30/6/2026,6.500 EUR p/m,N/D,N/D,-,26m EUR - 250m EUR,-,-,215m EUR
player_2708,30/6/2024,1.400 EUR p/m,N/D,N/D,Ernesto Cabrera,0 EUR - 2m EUR,-,-,165m EUR
player_2709,30/6/2026,1.300 EUR p/m,N/D,N/D,-,60m EUR - 600m EUR,-,-,275m EUR
player_2710,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0EUR,-,-,350m EUR
player_2711,30/6/2026,2.500 EUR p/m,N/D,N/D,-,7m EUR - 70m EUR,-,-,-
player_2712,30/6/2024,1.700 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,180m EUR
player_2713,30/6/2026,4.600 EUR p/m,N/D,N/D,Antonio Vargas,28m EUR - 275m EUR,-,-,200m EUR
player_2714,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 8m EUR,-,-,165m EUR
player_2715,30/6/2024,1.200 EUR p/m,N/D,N/D,-,"0 EUR - 3,5m EUR",-,-,-
player_2716,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2717,30/6/2025,5.000 EUR p/m,N/D,N/D,-,16m EUR - 150m EUR,-,-,195m EUR
player_2718,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,115m EUR
player_2719,30/6/2025,4.900 EUR p/m,N/D,N/D,David Hervas,60m EUR - 200m EUR,-,-,170m EUR
player_2720,30/6/2024,1.500 EUR p/m,N/D,N/D,-,0 EUR - 60m EUR,-,-,210m EUR
player_2721,30/6/2026,3.300 EUR p/m,N/D,N/D,-,0 EUR - 85m EUR,-,-,75m EUR
player_2722,30/6/2024,1.300 EUR p/m,N/D,N/D,Quim Guillen,0 EUR - 65m EUR,-,-,475m EUR
player_2723,30/6/2024,1.500 EUR p/m,N/D,N/D,Aina Andreu,"0 EUR - 4,5m EUR",-,-,160m EUR
player_2724,30/6/2024,1.100 EUR p/m,N/D,N/D,-,0 EUR - 6m EUR,-,-,-
player_2725,30/6/2026,11.750 EUR p/m,N/D,N/D,Aina Andreu,24m EUR - 250m EUR,-,-,170m EUR
player_2726,30/6/2026,5.250 EUR p/m,N/D,N/D,Alvaro Trigo,28m EUR - 275m EUR,-,-,225m EUR
player_2727,30/6/2027,3.700 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,-
player_2728,30/6/2024,1.600 EUR p/m,N/D,N/D,Aina Andreu,"0 EUR - 1,5m EUR",-,-,130m EUR
player_2729,30/6/2026,3.300 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,725m EUR
player_2730,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,145m EUR
player_2731,30/6/2025,1.300 EUR p/m,N/D,N/D,-,85m EUR - 850m EUR,-,-,300m EUR
player_2732,30/6/2025,1.300 EUR p/m,N/D,N/D,-,5m EUR - 55m EUR,-,-,-
player_2733,30/6/2026,5.500 EUR p/m,N/D,N/D,Jose Luis Ramos,8m EUR - 80m EUR,-,-,175m EUR
player_2734,30/6/2024,1.300 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,0 EUR - 2m EUR,-,-,175m EUR
player_2735,30/6/2025,13.000 EUR p/m,N/D,N/D,-,250m EUR - 800m EUR,-,-,250m EUR
player_2736,30/6/2025,2.000 EUR p/m,N/D,N/D,Juan Antonio Yubero,220m EUR - 700m EUR,-,-,220m EUR
player_2737,30/6/2026,2.000 EUR p/m,N/D,N/D,Juan Antonio Yubero,"190m EUR - 1,9M EUR",-,-,10M EUR
player_2738,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 8m EUR,-,-,165m EUR
player_2739,30/6/2025,1.400 EUR p/m,N/D,N/D,Aina Andreu,0 EUR - 75m EUR,-,-,120m EUR
player_2740,30/6/2025,6.500 EUR p/m,N/D,N/D,Javier Llaneza,210m EUR - 700m EUR,-,-,425m EUR
player_2741,30/6/2026,1.300 EUR p/m,N/D,N/D,-,0 EUR - 85m EUR,-,-,325m EUR
player_2742,30/6/2026,6.500 EUR p/m,N/D,N/D,-,18m EUR - 170m EUR,-,-,300m EUR
player_2743,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,140m EUR
player_2744,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,170m EUR
player_2745,30/6/2025,1.300 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,86m EUR
player_2746,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 8m EUR,-,-,165m EUR
player_2747,30/6/2026,12.000 EUR p/m,N/D,N/D,-,20m EUR - 200m EUR,-,-,135m EUR
player_2748,30/6/2024,1.400 EUR p/m,N/D,N/D,David Hervas,0 EUR - 2m EUR,-,-,165m EUR
player_2749,30/6/2026,6.500 EUR p/m,N/D,N/D,-,70m EUR - 230m EUR,-,-,180m EUR
player_2750,30/6/2025,6.000 EUR p/m,N/D,N/D,-,70m EUR - 220m EUR,-,-,135m EUR
player_2751,30/6/2024,1.600 EUR p/m,N/D,N/D,-,0EUR,-,-,300m EUR
player_2752,30/6/2024,850 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2753,30/6/2026,2.100 EUR p/m,N/D,N/D,-,20m EUR - 200m EUR,-,-,-
player_2754,30/6/2025,3.600 EUR p/m,N/D,N/D,-,12m EUR - 110m EUR,-,-,150m EUR
player_2755,30/6/2024,1.400 EUR p/m,N/D,N/D,Antonio Valiente,"3,5m EUR - 12m EUR",-,-,165m EUR
player_2756,30/6/2024,1.500 EUR p/m,N/D,N/D,-,65m EUR - 650m EUR,-,-,275m EUR
player_2757,30/6/2026,10.500 EUR p/m,N/D,N/D,Quim Guillen,No a la venta,-,-,525m EUR
player_2758,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 6m EUR,-,-,-
player_2759,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0EUR,-,-,400m EUR
player_2760,30/6/2026,1.600 EUR p/m,N/D,N/D,-,8m EUR - 80m EUR,-,-,-
player_2761,30/6/2025,1.400 EUR p/m,N/D,N/D,-,16m EUR - 170m EUR,-,-,140m EUR
player_2762,30/6/2024,1.500 EUR p/m,N/D,N/D,Jose Andres Dominguez,"1,5m EUR - 6m EUR",-,-,145m EUR
player_2763,30/6/2024,1.400 EUR p/m,N/D,N/D,-,0EUR,-,-,105m EUR
player_2764,30/6/2026,13.500 EUR p/m,N/D,N/D,Marc Montalban,90m EUR - 275m EUR,-,-,195m EUR
player_2765,30/6/2025,1.600 EUR p/m,N/D,N/D,-,"3,5m EUR - 35m EUR",-,-,160m EUR
player_2766,30/6/2027,3.600 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,-
player_2767,30/6/2024,600 EUR p/m,N/D,N/D,-,0EUR,-,-,275m EUR
player_2768,30/6/2024,1.700 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,165m EUR
player_2769,30/6/2027,3.600 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,"475m EUR - 4,8M EUR",-,-,"2,3M EUR"
player_2770,30/6/2026,4.300 EUR p/m,N/D,N/D,-,12m EUR - 120m EUR,-,-,230m EUR
player_2771,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 2m EUR,-,-,165m EUR
player_2772,30/6/2026,13.000 EUR p/m,N/D,N/D,Rodrigo Casanova,16m EUR - 160m EUR,-,-,350m EUR
player_2773,30/6/2026,1.400 EUR p/m,N/D,N/D,-,70m EUR - 700m EUR,-,-,235m EUR
player_2774,30/6/2024,1.500 EUR p/m,N/D,N/D,David Hervas,0 EUR - 2m EUR,-,-,165m EUR
player_2775,30/6/2026,10.000 EUR p/m,N/D,N/D,Iago Menendez,30m EUR - 300m EUR,-,-,180m EUR
player_2776,30/6/2024,1.300 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,-
player_2777,30/6/2024,1.500 EUR p/m,N/D,N/D,Aina Andreu,0EUR,-,-,110m EUR
player_2778,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,275m EUR
player_2779,30/6/2024,1.700 EUR p/m,N/D,N/D,-,"0 EUR - 3,5m EUR",-,-,155m EUR
player_2780,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,29m EUR
player_2781,30/6/2026,11.750 EUR p/m,N/D,N/D,-,26m EUR - 250m EUR,-,-,190m EUR
player_2782,30/6/2024,1.400 EUR p/m,N/D,N/D,Marc Montalban,20m EUR - 190m EUR,-,-,155m EUR
player_2783,30/6/2024,950 EUR p/m,N/D,N/D,-,2m EUR - 6m EUR,-,-,-
player_2784,30/6/2025,14.500 EUR p/m,N/D,N/D,-,95m EUR - 300m EUR,-,-,400m EUR
player_2785,30/6/2025,1.300 EUR p/m,N/D,N/D,-,28m EUR - 275m EUR,-,-,250m EUR
player_2786,30/6/2024,1.500 EUR p/m,N/D,N/D,David Hervas,0EUR,-,-,120m EUR
player_2787,30/6/2024,1.500 EUR p/m,N/D,N/D,-,12m EUR - 130m EUR,-,-,145m EUR
player_2788,30/6/2026,7.000 EUR p/m,N/D,N/D,Aina Andreu,12m EUR - 110m EUR,-,-,185m EUR
player_2789,30/6/2024,1.200 EUR p/m,N/D,N/D,-,2m EUR - 6m EUR,-,-,-
player_2790,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 35m EUR,-,-,190m EUR
player_2791,30/6/2024,1.400 EUR p/m,N/D,N/D,-,"1,5m EUR - 4,5m EUR",-,-,235m EUR
player_2792,30/6/2026,1.300 EUR p/m,N/D,N/D,-,No a la venta,-,-,145m EUR
player_2793,30/6/2024,1.300 EUR p/m,N/D,N/D,-,55m EUR - 550m EUR,-,-,180m EUR
player_2794,30/6/2025,2.900 EUR p/m,N/D,N/D,-,7m EUR - 75m EUR,-,-,-
player_2795,30/6/2024,2.200 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_2796,30/6/2026,3.700 EUR p/m,N/D,N/D,-,30m EUR - 325m EUR,-,-,-
player_2797,30/6/2024,1.500 EUR p/m,N/D,N/D,Aina Andreu,18m EUR - 60m EUR,-,-,235m EUR
player_2798,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 6m EUR,-,-,165m EUR
player_2799,30/6/2024,1.700 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,200m EUR
player_2800,30/6/2028,275 EUR p/m,N/D,N/D,Antonio Vargas,Sin datos,-,-,-
player_2801,30/6/2026,49.500 EUR p/m,N/D,N/D,Antonio Valiente,"2,8M EUR - 6M EUR",-,-,14M EUR
player_2802,30/6/2026,3.400 EUR p/m,N/D,N/D,-,24m EUR - 250m EUR,-,-,-
player_2803,30/6/2026,6.750 EUR p/m,N/D,N/D,Jose Andres Dominguez,"550m EUR - 1,8M EUR",-,-,825m EUR
player_2804,30/6/2024,1.300 EUR p/m,N/D,N/D,-,16m EUR - 160m EUR,-,-,88m EUR
player_2805,30/6/2025,1.700 EUR p/m,N/D,N/D,-,70m EUR - 230m EUR,-,-,215m EUR
player_2806,30/6/2026,4.400 EUR p/m,N/D,N/D,-,325m EUR - 1M EUR,-,-,375m EUR
player_2807,30/6/2026,1.900 EUR p/m,N/D,N/D,-,60m EUR - 600m EUR,-,-,350m EUR
player_2808,30/6/2025,5.000 EUR p/m,N/D,N/D,Antonio Vargas,40m EUR - 425m EUR,-,-,170m EUR
player_2809,30/6/2024,1.300 EUR p/m,N/D,N/D,-,16m EUR - 160m EUR,-,-,140m EUR
player_2810,30/6/2024,1.400 EUR p/m,N/D,N/D,Aina Andreu,0 EUR - 2m EUR,-,-,140m EUR
player_2811,30/6/2025,1.900 EUR p/m,N/D,N/D,-,20m EUR - 190m EUR,-,-,-
player_2812,30/6/2026,4.700 EUR p/m,N/D,N/D,-,No a la venta,-,-,125m EUR
player_2813,30/6/2024,1.200 EUR p/m,N/D,N/D,-,0 EUR - 8m EUR,-,-,-
player_2814,30/6/2025,1.400 EUR p/m,N/D,N/D,-,35m EUR - 325m EUR,-,-,160m EUR
player_2815,30/6/2024,1.100 EUR p/m,N/D,N/D,-,"0 EUR - 1,5m EUR",-,-,-
player_2816,30/6/2026,2.000 EUR p/m,N/D,N/D,Sorin Mihai,Sin datos,-,-,10M EUR
player_2817,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,145m EUR
