Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
player_2247,Calahorra,DF (C),181 cm,73 kg,21.0,Derecha,nan,---,nan,6.45,ESP,Buena-,Inteligente
player_2248,San Roque de Lepe,DF (D),168 cm,63 kg,27.0,Derecha,nan,---,nan,6.93,ESP,Buena-,Lider
player_2249,La Nucia,ME/MP (C),177 cm,66 kg,27.0,Solo derecha,nan,---,nan,6.79,ESP,Buena-,Fisico
player_2250,Melilla,MP (DI),178 cm,68 kg,21.0,Derecha,nan,---,nan,6.88,GNB,Buena-,Fisico
player_2251,U. Murcia,DF/CR/ME (I),173 cm,66 kg,29.0,Solo izquierda,nan,---,nan,07.08,ESP,Buena-,Inteligente
player_2252,Valladolid,DF/CR/ME/MP (I),169 cm,58 kg,19.0,Solo izquierda,nan,---,nan,6.57,ESP,Buena-,Lider
player_2253,Tarragona,"ME (I), MP (DIC)",176 cm,65 kg,27.0,Derecha,nan,---,nan,6.47,ESP,Buena-,Tecnico
player_2254,Arandina,"DF (C), MC, ME (C)",180 cm,77 kg,32.0,Izquierda,nan,---,nan,6.86,ESP,Buena-,Lider
player_2255,Lleida,DF (I),182 cm,79 kg,24.0,Solo izquierda,nan,---,nan,6.86,ESP,Buena-,Inteligente
player_2256,Navalcarnero,DL (C),180 cm,71 kg,24.0,Izquierda,nan,---,nan,6.74,ESP,Buena-,Fisico
player_2257,Velez C.F.,MC,175 cm,68 kg,25.0,Derecha,nan,---,nan,6.75,CGO,Buena-,Fisico
player_2258,Marbella,"DF (DIC), CR (D)",169 cm,55 kg,24.0,Derecha,nan,---,nan,07.03,ESP,Buena-,Tecnico
player_2259,Barakaldo,DL (C),189 cm,85 kg,31.0,Derecha,nan,---,nan,6.70,ESP,Buena-,Fisico
player_2260,Real Hispalis B,"DF (IC), CR (I)",178 cm,68 kg,21.0,Izquierda,nan,---,nan,6.63,ESP,Buena-,Fisico
player_2261,C.D. Estepona,DF/CR (D),180 cm,73 kg,25.0,Derecha,nan,---,nan,6.97,GHA,Buena-,Inteligente
player_2262,La Union At.,ME (C),190 cm,79 kg,27.0,Derecha,nan,---,nan,6.81,ESP,Buena-,Fisico
player_2263,Huelva,"MP (C), DL (C)",186 cm,60 kg,23.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Inteligente
player_2264,San Fernando,ME (C),182 cm,70 kg,30.0,Derecha,nan,---,nan,6.77,ESP,Buena-,Fisico
player_2265,Coruna,"ME (D), MP (DC)",195 cm,83 kg,21.0,Derecha,nan,---,nan,-,ESP,Buena-,Fisico
player_2266,Yeclano,ME/MP (D),178 cm,77 kg,25.0,Solo izquierda,nan,---,nan,6.97,ESP,Buena-,Fisico
player_2267,R. Santander,ME/MP (C),180 cm,79 kg,22.0,Derecha,nan,---,nan,-,ESP,Buena-,Inteligente
player_2268,Mutilvera,ME (C),185 cm,75 kg,23.0,Derecha,nan,---,nan,6.97,ESP,Buena-,Fisico
player_2269,Granada B,"MP (I), DL (C)",192 cm,81 kg,20.0,Derecha,nan,---,nan,6.66,SVK,Buena-,Fisico
player_2270,Valencia,POR,194 cm,85 kg,19.0,Sin datos,nan,---,nan,-,ECU,Buena-,Distribuidor
player_2271,Melilla,"MC, ME (C)",192 cm,75 kg,26.0,Solo derecha,nan,---,nan,6.78,BFA,Buena-,Fisico
player_2272,Espanyol B,DF (C),185 cm,73 kg,19.0,Derecha,nan,---,nan,07.09,ESP,Buena-,Tecnico
player_2273,Guijuelo,DL (C),189 cm,74 kg,33.0,Derecha,nan,---,nan,6.68,ESP,Buena-,Inteligente
player_2274,C.D. Estepona,DL (C),178 cm,70 kg,25.0,Derecha,nan,---,nan,07.01,ESP,Buena-,Fisico
player_2275,Alcoyano,DL (C),176 cm,68 kg,28.0,Derecha,nan,---,nan,6.47,ESP,Buena-,Inteligente
player_2276,Valencia B,ME/MP (C),182 cm,75 kg,22.0,Solo izquierda,nan,---,nan,-,ESP,Buena-,Fisico
player_2277,Formentera,DF/ME/MP (I),173 cm,67 kg,24.0,Izquierda,nan,---,nan,6.90,ESP,Buena-,Fisico
player_2278,Brea,DL (C),187 cm,81 kg,36.0,Derecha,nan,---,nan,6.85,ESP,Buena-,Tecnico
player_2279,Torrent,DF (C),185 cm,80 kg,28.0,Solo derecha,nan,---,nan,6.78,ESP,Buena-,Lider
player_2280,Andratx,DL (C),184 cm,74 kg,22.0,Derecha,nan,---,nan,6.83,ESP,Buena-,Tecnico
player_2281,Lugo,"DF (C), MC",185 cm,77 kg,22.0,Derecha,nan,---,nan,6.70,ESP,Buena-,Fisico
player_2282,Compostela,DF/CR/ME (I),177 cm,67 kg,28.0,Solo izquierda,nan,---,nan,6.96,ESP,Buena-,Lider
player_2283,Sanluqueno,DF (DC),184 cm,81 kg,27.0,Solo derecha,nan,---,nan,6.52,ESP,Buena-,Inteligente
player_2284,Badalona Fut,ME/MP (DIC),176 cm,70 kg,21.0,Derecha,nan,---,nan,6.78,ESP,Buena-,Fisico
player_2285,U.D. San Fernando,"DF (C), MC",185 cm,80 kg,27.0,Derecha,nan,---,nan,6.79,ESP,Buena-,Fisico
player_2286,Torrent,DL (C),188 cm,77 kg,25.0,Derecha,nan,---,nan,6.63,CIV,Buena-,Fisico
player_2287,Melilla,DF (DC),187 cm,78 kg,27.0,Derecha,nan,---,nan,6.67,ESP,Buena-,Tecnico
player_2288,Ceuta,DF (D),175 cm,70 kg,25.0,Derecha,nan,---,nan,6.60,ESP,Buena-,Tecnico
player_2289,Sanluqueno,MP (DI),175 cm,68 kg,23.0,Solo derecha,nan,---,nan,6.92,ESP,Buena-,Tecnico
player_2290,Linense,"ME (I), MP (DIC)",180 cm,72 kg,23.0,Solo izquierda,nan,---,nan,6.67,ESP,Buena-,Creativo
player_2291,Alcoyano,DF (C),182 cm,75 kg,23.0,Izquierda,nan,---,nan,6.53,ESP,Buena-,Lider
player_2292,La Nucia,DL (C),183 cm,75 kg,34.0,Derecha,nan,---,nan,6.89,ESP,Buena-,Fisico
player_2293,Teruel,DF (C),190 cm,85 kg,28.0,Solo izquierda,nan,---,nan,6.85,ESP,Buena-,Tecnico
player_2294,Coruna,"MP (I), DL (C)",183 cm,73 kg,19.0,Izquierda,nan,---,nan,6.40,ESP,Buena-,Tecnico
player_2295,Europa,CR/ME/MP (I),183 cm,74 kg,28.0,Derecha,nan,---,nan,6.80,ESP,Buena-,Tecnico
player_2296,Talavera,DF/CR (I),178 cm,64 kg,30.0,Solo izquierda,nan,---,nan,7.11,ENG,Buena-,Lider
player_2297,Logrones,"ME (I), MP (IC)",180 cm,72 kg,29.0,Izquierda,nan,---,nan,6.30,ESP,Buena-,Creativo
player_2298,Antequera,POR,181 cm,74 kg,28.0,Derecha,nan,---,nan,6.52,ESP,Buena-,Con autoridad
player_2299,Covadonga,ME (C),170 cm,63 kg,22.0,Derecha,nan,---,nan,6.90,ESP,Buena-,Creativo
player_2300,Cadiz B,DL (C),180 cm,73 kg,21.0,Derecha,nan,---,nan,6.88,ESP,Buena-,Inteligente
player_2301,A. Getxo,"ME (D), MP (DC), DL (C)",175 cm,66 kg,24.0,Solo derecha,nan,---,nan,07.03,ESP,Buena-,Fisico
player_2302,Orihuela,POR,181 cm,73 kg,22.0,Derecha,nan,---,nan,6.64,ARG,Buena-,Con autoridad
player_2303,Europa,ME (C),170 cm,62 kg,28.0,Derecha,nan,---,nan,-,ESP,Buena-,Inteligente
player_2304,Cornella,DF (IC),190 cm,83 kg,21.0,Solo izquierda,nan,---,nan,6.85,ESP,Buena-,Fisico
player_2305,Villanovense,DF (I),182 cm,72 kg,23.0,Izquierda,nan,---,nan,6.87,ESP,Buena-,Inteligente
player_2306,Pontevedra,ME/MP (C),170 cm,70 kg,27.0,Derecha,nan,---,nan,6.60,ESP,Buena-,Creativo
player_2307,Aviles,"ME/MP (C), DL (C)",176 cm,67 kg,39.0,Derecha,nan,---,nan,6.73,ESP,Buena-,Inteligente
player_2308,Badalona Fut,DF (C),187 cm,75 kg,27.0,Izquierda,nan,---,nan,6.72,ESP,Buena-,Fisico
player_2309,Zaragoza,DL (C),181 cm,63 kg,21.0,Izquierda,nan,---,nan,6.40,ESP,Buena-,Fisico
player_2310,Langreo,"MC, ME (C)",182 cm,72 kg,26.0,Izquierda,nan,---,nan,6.72,ESP,Buena-,Fisico
player_2311,Langreo,DF/CR/ME/MP (D),185 cm,77 kg,36.0,Solo derecha,nan,---,nan,6.85,ESP,Buena-,Tecnico
player_2312,Linense,ME/MP (D),178 cm,69 kg,33.0,Derecha,nan,---,nan,6.90,ESP,Buena-,Tecnico
player_2313,U. Adarve,"ME (D), MP (DC)",177 cm,69 kg,32.0,Izquierda,nan,---,nan,6.81,ESP,Buena-,Tecnico
player_2314,Guadalajara,DF/CR (I),179 cm,73 kg,28.0,Izquierda,nan,---,nan,6.80,ESP,Buena-,Inteligente
player_2315,Ibiza,"MP (I), DL (C)",181 cm,68 kg,20.0,Izquierda,nan,---,nan,6.75,ESP,Buena-,Tecnico
player_2316,El Palo,DF/CR/ME (D),172 cm,68 kg,23.0,Derecha,nan,---,nan,6.90,ESP,Buena-,Fisico
player_2317,Calahorra,DF/CR/ME/MP (I),174 cm,72 kg,27.0,Solo izquierda,nan,---,nan,6.98,ESP,Buena-,Lider
player_2318,Coruna B,POR,180 cm,75 kg,23.0,Derecha,nan,---,nan,-,ESP,Buena-,Guardameta
player_2319,Barakaldo,DF (DC),183 cm,73 kg,34.0,Solo izquierda,nan,---,nan,6.79,ESP,Buena-,Inteligente
player_2320,Tarragona,"MC, ME (C)",176 cm,71 kg,29.0,Izquierda,nan,---,nan,6.72,ESP,Buena-,Tecnico
player_2321,Cadiz,MP (DI),175 cm,65 kg,19.0,Solo derecha,nan,---,nan,-,SRB,Buena-,Inteligente
player_2322,Sevilla B,MC,183 cm,78 kg,21.0,Derecha,nan,---,nan,6.78,POR,Buena-,Inteligente
player_2323,Sevilla B,POR,184 cm,75 kg,21.0,Derecha,nan,---,nan,6.99,ESP,Buena-,Guardameta
player_2324,Compostela,"ME/MP (I), DL (C)",178 cm,64 kg,29.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Fisico
player_2325,Badalona Fut,DF (I),180 cm,72 kg,24.0,Izquierda,nan,---,nan,6.70,ESP,Buena-,Inteligente
player_2326,Numantia,DL (C),178 cm,69 kg,26.0,Derecha,nan,---,nan,6.58,ROU,Buena-,Fisico
player_2327,Alcoyano,MP (DI),175 cm,69 kg,23.0,Derecha,Equilibrada,---,nan,6.67,ESP,Buena-,Inteligente
player_2328,Aviles,"MP (DI), DL (C)",185 cm,67 kg,22.0,Derecha,nan,---,nan,6.79,ESP,Buena-,Creativo
player_2329,Izarra,"MP (DI), DL (C)",177 cm,67 kg,24.0,Solo derecha,nan,---,nan,6.89,ESP,Buena-,Fisico
player_2330,Linense,DF (C),188 cm,78 kg,28.0,Derecha,nan,---,nan,6.56,ESP,Buena-,Tecnico
player_2331,Cartagena B,"DF (C), MC",186 cm,78 kg,23.0,Derecha,nan,---,nan,6.56,ETH,Buena-,Fisico
player_2332,El Palo,"ME (D), MP (DIC)",169 cm,69 kg,26.0,Derecha,nan,---,nan,07.03,ESP,Buena-,Tecnico
player_2333,Real Irun,"MC, ME (C)",185 cm,72 kg,24.0,Derecha,nan,---,nan,6.68,ESP,Buena-,Fisico
player_2334,Zaragoza,"ME/MP (D), DL (C)",181 cm,69 kg,20.0,Derecha,nan,---,nan,6.82,ESP,Buena-,Lider
player_2335,Atletico Pamplona B,POR,188 cm,74 kg,23.0,Derecha,nan,---,nan,6.35,ESP,Buena-,Guardameta
player_2336,Torrent,"ME/MP (I), DL (C)",176 cm,67 kg,23.0,Derecha,nan,---,nan,7.15,ESP,Buena-,Lider
player_2337,Europa,"DF (C), MC",188 cm,76 kg,27.0,Derecha,nan,---,nan,6.89,ESP,Buena-,Fisico
player_2338,Cayon,"MC, ME (C)",175 cm,68 kg,27.0,Solo derecha,nan,---,nan,6.84,ESP,Buena-,Inteligente
player_2339,Real San Sebastian C,"MC, ME (C)",172 cm,64 kg,19.0,Derecha,nan,---,nan,7.17,ESP,Buena-,Inteligente
player_2340,Murcia,DF/CR (I),175 cm,73 kg,26.0,Solo izquierda,nan,---,nan,6.87,ESP,Buena-,Fisico
player_2341,Navalcarnero,"MC, ME (C)",182 cm,71 kg,25.0,Derecha,nan,---,nan,6.59,ESP,Buena-,Fisico
player_2342,Ourense C.F.,"MC, ME (C)",178 cm,68 kg,28.0,Derecha,nan,---,nan,6.66,ESP,Buena-,Lider
player_2343,R. Santander B,DF/CR (D),182 cm,79 kg,21.0,Derecha,nan,---,nan,6.73,ESP,Buena-,Inteligente
player_2344,Atletico Paso,"MC, ME (C)",181 cm,79 kg,29.0,Derecha,nan,---,nan,07.04,ESP,Buena-,Fisico
player_2345,San Fernando,ME/MP (I),180 cm,73 kg,29.0,Izquierda,nan,---,nan,6.69,ESP,Buena-,Fisico
player_2346,Pontevedra,"ME (I), MP (DI)",179 cm,70 kg,28.0,Derecha,nan,---,nan,6.50,ESP,Buena-,Tecnico
player_2347,Oviedo,DF (I),171 cm,64 kg,19.0,Solo izquierda,nan,---,nan,6.95,ESP,Buena-,Tecnico
player_2348,C.D. Estepona,ME/MP (C),165 cm,56 kg,26.0,Derecha,nan,---,nan,7.85,ESP,Buena-,Inteligente
player_2349,A.D. San Juan,"MP (D), DL (C)",179 cm,69 kg,23.0,Derecha,nan,---,nan,7.43,ESP,Buena-,Tecnico
player_2350,Logrones,POR,195 cm,86 kg,21.0,Derecha,nan,---,nan,6.67,ESP,Buena-,Guardameta
player_2351,Tarragona,DF (C),185 cm,77 kg,29.0,Derecha,nan,---,nan,6.65,ESP,Buena-,Inteligente
player_2352,La Nucia,"MC, ME (C)",182 cm,73 kg,21.0,Derecha,nan,---,nan,-,ESP,Buena-,Tecnico
player_2353,Numantia,DF/CR/ME/MP (D),182 cm,75 kg,29.0,Derecha,nan,---,nan,6.71,ESP,Buena-,Fisico
player_2354,Cayon,"MC, ME/MP (C)",177 cm,71 kg,27.0,Solo derecha,nan,---,nan,6.67,JPN,Buena-,Inteligente
player_2355,Real San Sebastian B,DF (C),189 cm,78 kg,24.0,Derecha,nan,---,nan,6.81,ESP,Buena-,Fisico
player_2356,Guijuelo,POR,186 cm,77 kg,28.0,Derecha,nan,---,nan,6.69,ESP,Buena-,Guardameta
player_2357,A. Baleares,"DF (C), MC, ME (C)",191 cm,85 kg,29.0,Solo derecha,nan,---,nan,6.79,ESP,Buena-,Lider
player_2358,Getafe,ME/MP (IC),185 cm,74 kg,22.0,Izquierda,nan,---,nan,6.20,ESP,Buena-,Tecnico
player_2359,Ibiza,"MC, ME (C)",170 cm,61 kg,26.0,Derecha,nan,---,nan,6.68,BRA,Buena-,Fisico
player_2360,Villanovense,"MC, ME (C)",175 cm,68 kg,25.0,Derecha,nan,---,nan,6.80,ESP,Buena-,Fisico
player_2361,Langreo,DF (C),190 cm,82 kg,26.0,Izquierda,nan,---,nan,7.10,ESP,Buena-,Tecnico
player_2362,Racing Cartagena,"MC, ME (C)",174 cm,67 kg,31.0,Izquierda,nan,---,nan,6.81,ESP,Buena-,Tecnico
player_2363,Coruxo,POR,181 cm,73 kg,36.0,Solo derecha,nan,---,nan,6.88,ESP,Buena-,Distribuidor
player_2364,R. Santander,"MP (C), DL (C)",183 cm,89 kg,19.0,Izquierda,nan,---,nan,6.73,ESP,Buena-,Inteligente
player_2365,S. Gijon,"DF (C), MC, ME (C)",192 cm,83 kg,19.0,Derecha,nan,---,nan,6.50,ESP,Buena-,Tecnico
player_2366,Leonesa,DF (C),186 cm,80 kg,21.0,Derecha,nan,---,nan,6.64,ESP,Buena-,Inteligente
player_2367,A. Sagunto,DF/CR/ME/MP (D),175 cm,67 kg,25.0,Solo derecha,nan,---,nan,6.66,ESP,Buena-,Inteligente
player_2368,Real San Sebastian,"MC, ME (C)",176 cm,71 kg,20.0,Derecha,nan,---,nan,6.33,ESP,Buena-,Lider
player_2369,Guadalajara,ME/MP (D),175 cm,69 kg,30.0,Solo derecha,nan,---,nan,07.03,ESP,Buena-,Tecnico
player_2370,Cerdanyola,"MC, ME (C)",190 cm,72 kg,21.0,Izquierda,nan,---,nan,6.88,ESP,Buena-,Inteligente
player_2371,Melilla,DF/CR (I),174 cm,66 kg,22.0,Izquierda,nan,---,nan,6.81,GHA,Buena-,Inteligente
player_2372,G. Torrelavega,DF/CR/MP (I),179 cm,71 kg,28.0,Izquierda,nan,---,nan,-,ESP,Buena-,Tecnico
player_2373,Barbastro,POR,191 cm,80 kg,23.0,Derecha,nan,---,nan,6.71,ESP,Buena-,Con autoridad
player_2374,R. Madrid B,DF (IC),186 cm,76 kg,22.0,Solo izquierda,nan,---,nan,-,ESP,Buena-,Tecnico
player_2375,Fuenlabrada,ME (C),174 cm,72 kg,21.0,Derecha,nan,---,nan,6.58,ESP,Buena-,Fisico
player_2376,Valladolid B,DF (I),177 cm,71 kg,20.0,Izquierda,nan,---,nan,6.75,ESP,Buena-,Fisico
player_2377,Sanse,"MC, ME/MP (C)",178 cm,73 kg,24.0,Derecha,nan,---,nan,-,BRA,Buena-,Creativo
player_2378,R. Santander B,"DF (C), MC",178 cm,71 kg,21.0,Derecha,nan,---,nan,7.00,ESP,Buena-,Tecnico
player_2379,Badajoz,ME/MP (C),196 cm,83 kg,27.0,Derecha,nan,---,nan,6.50,ESP,Buena-,Fisico
player_2380,Melilla,DL (C),186 cm,83 kg,28.0,Izquierda,nan,---,nan,6.59,ESP,Buena-,Fisico
player_2381,Badajoz,DF (C),183 cm,75 kg,30.0,Solo derecha,nan,---,nan,07.02,ESP,Buena-,Tecnico
player_2382,Tudelano,DF (C),188 cm,74 kg,36.0,Solo izquierda,nan,---,nan,07.02,ESP,Buena-,Lider
player_2383,Aguilas,DF (IC),180 cm,79 kg,21.0,Izquierda,nan,---,nan,6.50,ESP,Buena-,Tecnico
player_2384,Barcelona B,"MP (DI), DL (C)",181 cm,80 kg,18.0,Solo izquierda,nan,---,nan,6.82,ESP,Buena-,Tecnico
player_2385,Covadonga,DF (C),185 cm,83 kg,33.0,Solo derecha,nan,---,nan,6.61,ESP,Buena-,Tecnico
player_2386,Real San Sebastian C,MP (D),176 cm,66 kg,20.0,Derecha,nan,---,nan,6.72,ESP,Buena-,Tecnico
player_2387,Valencia B,"ME/MP (I), DL (C)",185 cm,76 kg,19.0,Izquierda,nan,---,nan,-,NOR,Buena-,Tecnico
player_2388,Cartagena,ME (C),180 cm,75 kg,22.0,Solo derecha,nan,---,nan,-,ESP,Buena-,Tecnico
player_2389,Granada B,DF (C),189 cm,86 kg,23.0,Derecha,nan,---,nan,6.73,ESP,Buena-,Fisico
player_2390,Antoniano,"DF (C), MC, ME (C)",185 cm,77 kg,25.0,Derecha,nan,---,nan,6.85,ESP,Buena-,Inteligente
player_2391,Calahorra,ME/MP (C),169 cm,60 kg,29.0,Izquierda,nan,---,nan,6.60,ESP,Buena-,Creativo
player_2392,Leonesa,"ME/MP (DI), DL (C)",176 cm,71 kg,28.0,Izquierda,nan,---,nan,7.10,ESP,Buena-,Fisico
player_2393,Coruna B,POR,186 cm,78 kg,21.0,Derecha,nan,---,nan,07.05,ESP,Buena-,Distribuidor
player_2394,R. Majadahonda,DF (I),183 cm,76 kg,21.0,Izquierda,nan,---,nan,6.89,ESP,Buena-,Inteligente
player_2395,Merida,"DF (DC), CR (D)",187 cm,80 kg,27.0,Derecha,nan,---,nan,6.57,ESP,Buena-,Fisico
player_2396,Izarra,DF/CR (I),176 cm,71 kg,27.0,Izquierda,nan,---,nan,6.66,ESP,Buena-,Lider
player_2397,Alcoyano,MC,187 cm,80 kg,31.0,Derecha,nan,---,nan,6.73,ESP,Buena-,Fisico
player_2398,Sabadell,"ME (I), MP (DI)",178 cm,74 kg,31.0,Izquierda,nan,---,nan,-,ESP,Buena-,Fisico
player_2399,Sanse,"MC, ME (C)",190 cm,74 kg,30.0,Derecha,nan,---,nan,-,ESP,Buena-,Inteligente
player_2400,Ponferrada,DF (C),189 cm,82 kg,22.0,Solo derecha,nan,---,nan,6.53,ESP,Decente,Inteligente
player_2401,Guadalajara,DF (C),193 cm,85 kg,28.0,Solo derecha,nan,---,nan,6.73,ESP,Decente,Fisico
player_2402,Real San Sebastian,DF (I),188 cm,77 kg,18.0,Sin datos,nan,---,nan,-,ESP,Decente,Fisico
player_2403,Guijuelo,"MP (D), DL (C)",184 cm,78 kg,36.0,Solo izquierda,nan,---,nan,6.76,VEN,Decente,Lider
player_2404,Cornella,"MP (DI), DL (C)",183 cm,75 kg,23.0,Derecha,nan,---,nan,6.69,ESP,Decente,Inteligente
player_2405,Aguilas,DL (C),184 cm,76 kg,34.0,Solo derecha,nan,---,nan,6.73,ESP,Decente,Inteligente
player_2406,Terrassa,ME/MP (D),186 cm,77 kg,25.0,Derecha,nan,---,nan,6.95,ESP,Decente,Tecnico
player_2407,Naxara,DL (C),182 cm,68 kg,22.0,Derecha,nan,---,nan,6.77,ESP,Decente,Inteligente
player_2408,La Union At.,DF (D),173 cm,66 kg,25.0,Derecha,nan,---,nan,6.79,ESP,Decente,Lider
player_2409,Merida,"MC, ME (C)",175 cm,73 kg,24.0,Derecha,nan,---,nan,6.67,ESP,Decente,Fisico
player_2410,San Roque de Lepe,DL (C),178 cm,79 kg,25.0,Derecha,nan,---,nan,6.83,ESP,Decente,Fisico
player_2411,R. Madrid,DF (D),171 cm,55 kg,15.0,Sin datos,nan,---,nan,-,ESP,Decente,Lider
player_2412,Coruna,DF/CR (D),182 cm,71 kg,22.0,Solo derecha,nan,---,nan,-,ESP,Decente,Tecnico
player_2413,Llerenense,DF (C),184 cm,81 kg,27.0,Solo izquierda,nan,---,nan,6.73,ESP,Decente,Fisico
player_2414,Real San Sebastian,MP (D),174 cm,60 kg,15.0,Sin datos,nan,---,nan,-,ESP,Decente,Tecnico
player_2415,Oviedo,ME/MP (D),178 cm,72 kg,21.0,Derecha,nan,---,nan,-,ESP,Decente,Tecnico
player_2416,Numantia,DF/CR (D),174 cm,66 kg,22.0,Derecha,nan,---,nan,6.93,ESP,Decente,Fisico
player_2417,Alzira,POR,181 cm,69 kg,28.0,Derecha,nan,---,nan,-,ESP,Decente,Guardameta
player_2418,Compostela,ME (C),177 cm,68 kg,33.0,Solo izquierda,nan,---,nan,6.84,ESP,Decente,Inteligente
player_2419,Real Hispalis B,DL (C),195 cm,90 kg,21.0,Derecha,nan,---,nan,6.85,ESP,Decente,Fisico
player_2420,R. Madrid B,ME (IC),176 cm,72 kg,22.0,Izquierda,nan,---,nan,-,ESP,Decente,Inteligente
player_2421,El Palo,"MC, ME (C)",173 cm,63 kg,26.0,Derecha,nan,---,nan,6.64,ESP,Decente,Tecnico
player_2422,Intercity,DF (C),186 cm,75 kg,25.0,Derecha,nan,---,nan,6.60,ESP,Decente,Inteligente
player_2423,Llerenense,"MP (D), DL (C)",186 cm,80 kg,27.0,Solo derecha,nan,---,nan,6.94,FRA,Decente,Fisico
player_2424,Aviles,"ME (I), MP (DI)",191 cm,80 kg,19.0,Izquierda,nan,---,nan,6.70,ESP,Decente,Tecnico
player_2425,Villanovense,DF (D),196 cm,87 kg,27.0,Derecha,nan,---,nan,6.67,ESP,Decente,Fisico
player_2426,Cordoba,DL (C),186 cm,81 kg,22.0,Derecha,nan,---,nan,6.60,ESP,Decente,Inteligente
player_2427,Cerdanyola,DL (C),185 cm,76 kg,35.0,Solo izquierda,nan,---,nan,6.81,ESP,Decente,Inteligente
player_2428,Fuenlabrada,DL (C),187 cm,81 kg,24.0,Derecha,nan,---,nan,6.63,ESP,Decente,Fisico
player_2429,R. Santander,"ME (I), MP (DI)",182 cm,69 kg,21.0,Izquierda,nan,---,nan,6.77,GHA,Decente,Tecnico
player_2430,Guadalajara,"MC, ME (C)",183 cm,76 kg,34.0,Derecha,nan,---,nan,6.75,ESP,Decente,Inteligente
player_2431,Gernika,DL (C),184 cm,76 kg,20.0,Derecha,nan,---,nan,6.77,ESP,Decente,Tecnico
player_2432,San Roque de Lepe,DF (DC),180 cm,74 kg,29.0,Derecha,nan,---,nan,6.95,ESP,Decente,Lider
player_2433,G. Torrelavega,DF (DC),178 cm,75 kg,27.0,Solo derecha,nan,---,nan,6.71,ESP,Decente,Fisico
player_2434,Real Hispalis B,"MC, ME (C)",172 cm,69 kg,19.0,Izquierda,nan,---,nan,6.83,ESP,Decente,Fisico
player_2435,Badalona Fut,ME (C),178 cm,64 kg,28.0,Solo derecha,nan,---,nan,07.06,ESP,Decente,Tecnico
player_2436,Guijuelo,DF (C),179 cm,68 kg,26.0,Derecha,nan,---,nan,6.67,ESP,Decente,Inteligente
player_2437,G. Torrelavega,"MC, ME (C)",171 cm,57 kg,27.0,Derecha,nan,---,nan,6.86,ESP,Decente,Fisico
player_2438,Calahorra,POR,190 cm,82 kg,20.0,Derecha,nan,---,nan,-,ESP,Decente,Con autoridad
player_2439,Mensajero,"MP (D), DL (C)",169 cm,71 kg,36.0,Derecha,nan,---,nan,6.95,ESP,Decente,Tecnico
player_2440,Sanluqueno,DF/CR/ME (I),179 cm,72 kg,30.0,Izquierda,nan,---,nan,6.62,ESP,Decente,Fisico
player_2441,Antoniano,DL (C),171 cm,68 kg,27.0,Izquierda,nan,---,nan,6.67,ESP,Decente,Tecnico
player_2442,El Palo,"ME (I), MP (DI)",172 cm,65 kg,31.0,Izquierda,nan,---,nan,07.06,ESP,Decente,Tecnico
player_2443,Torrent,DF/CR (I),172 cm,67 kg,26.0,Izquierda,nan,---,nan,6.60,ESP,Decente,Fisico
player_2444,S.D. Logrones,"MP (DI), DL (C)",176 cm,70 kg,20.0,Derecha,nan,---,nan,6.66,ESP,Decente,Fisico
player_2445,Huelva,ME (C),188 cm,73 kg,30.0,Derecha,nan,---,nan,6.50,ESP,Decente,Tecnico
player_2446,Intercity,DF (DC),181 cm,73 kg,28.0,Solo derecha,nan,---,nan,6.51,ESP,Decente,Lider
player_2447,Marbella,"CR (I), ME/MP (DI)",169 cm,60 kg,28.0,Izquierda,nan,---,nan,6.94,ESP,Decente,Lider
player_2448,U. Murcia,DF/CR/ME/MP (D),175 cm,61 kg,27.0,Derecha,nan,---,nan,6.50,ESP,Decente,Creativo
player_2449,San Fernando,"MC, ME (C)",183 cm,75 kg,23.0,Solo derecha,nan,---,nan,6.45,EQG,Decente,Inteligente
player_2450,Guadalajara,POR,179 cm,69 kg,23.0,Derecha,nan,---,nan,6.65,ESP,Decente,Distribuidor
player_2451,Unionistas,DF (C),182 cm,73 kg,21.0,Solo derecha,nan,---,nan,6.48,ESP,Decente,Inteligente
player_2452,Barcelona B,"MC, ME/MP (C)",182 cm,75 kg,18.0,Derecha,nan,---,nan,6.67,ESP,Decente,Fisico
player_2453,Cacereno,"DF (IC), MC, ME (C)",178 cm,69 kg,31.0,Solo derecha,nan,---,nan,6.75,ESP,Decente,Fisico
player_2454,Leonesa,"MC, ME (C)",178 cm,78 kg,30.0,Derecha,nan,---,nan,6.65,ESP,Decente,Lider
player_2455,Orihuela,ME/MP (I),179 cm,74 kg,31.0,Solo izquierda,nan,---,nan,7.24,ESP,Decente,Creativo
player_2456,A. Getxo,"DF (C), MC, ME (C)",188 cm,81 kg,27.0,Derecha,nan,---,nan,6.69,ESP,Decente,Tecnico
player_2457,R. Majadahonda,ME (C),180 cm,66 kg,25.0,Derecha,nan,---,nan,6.47,ESP,Decente,Fisico
player_2458,Lugo,"MP (C), DL (C)",182 cm,68 kg,23.0,Derecha,nan,---,nan,6.45,ESP,Decente,Inteligente
